,Shear Strain,Shear Stress
1167,0.0624,43.9884
1168,0.0624,44.0026
1169,0.0625,44.0168
1170,0.0625,44.0309
1171,0.0626,44.0451
1172,0.0626,44.0592
1173,0.0627,44.0733
1174,0.0628,44.0874
1175,0.0628,44.1015
1176,0.0629,44.1156
1177,0.0629,44.1297
1178,0.063,44.1438
1179,0.063,44.1579
1180,0.0631,44.1719
1181,0.0632,44.186
1182,0.0632,44.2001
1183,0.0633,44.2141
1184,0.0633,44.2281
1185,0.0634,44.2422
1186,0.0634,44.2562
1187,0.0635,44.2702
1188,0.0636,44.2842
1189,0.0636,44.2982
1190,0.0637,44.3122
1191,0.0637,44.3261
1192,0.0638,44.3401
1193,0.0639,44.3541
1194,0.0639,44.368
1195,0.064,44.382
1196,0.064,44.3959
1197,0.0641,44.4098
1198,0.0641,44.4237
1199,0.0642,44.4377
1200,0.0643,44.4516
1201,0.0643,44.4655
1202,0.0644,44.4793
1203,0.0644,44.4932
1204,0.0645,44.5071
1205,0.0645,44.521
1206,0.0646,44.5348
1207,0.0647,44.5487
1208,0.0647,44.5625
1209,0.0648,44.5763
1210,0.0648,44.5902
1211,0.0649,44.604
1212,0.0649,44.6178
1213,0.065,44.6316
1214,0.0651,44.6454
1215,0.0651,44.6592
1216,0.0652,44.6729
1217,0.0652,44.6867
1218,0.0653,44.7005
1219,0.0653,44.7142
1220,0.0654,44.728
1221,0.0655,44.7417
1222,0.0655,44.7554
1223,0.0656,44.7691
1224,0.0656,44.7829
1225,0.0657,44.7966
1226,0.0657,44.8103
1227,0.0658,44.8239
1228,0.0659,44.8376
1229,0.0659,44.8513
1230,0.066,44.865
1231,0.066,44.8786
1232,0.0661,44.8923
1233,0.0662,44.9059
1234,0.0662,44.9195
1235,0.0663,44.9332
1236,0.0663,44.9468
1237,0.0664,44.9604
1238,0.0664,44.974
1239,0.0665,44.9876
1240,0.0666,45.0012
1241,0.0666,45.0147
1242,0.0667,45.0283
1243,0.0667,45.0419
1244,0.0668,45.0554
1245,0.0668,45.069
1246,0.0669,45.0825
1247,0.067,45.0961
1248,0.067,45.1096
1249,0.0671,45.1231
1250,0.0671,45.1366
1251,0.0672,45.1501
1252,0.0672,45.1636
1253,0.0673,45.1771
1254,0.0674,45.1906
1255,0.0674,45.204
1256,0.0675,45.2175
1257,0.0675,45.2309
1258,0.0676,45.2444
1259,0.0677,45.2578
1260,0.0677,45.2713
1261,0.0678,45.2847
1262,0.0678,45.2981
1263,0.0679,45.3115
1264,0.0679,45.3249
1265,0.068,45.3383
1266,0.0681,45.3517
1267,0.0681,45.365
1268,0.0682,45.3784
1269,0.0682,45.3918
1270,0.0683,45.4051
1271,0.0683,45.4185
1272,0.0684,45.4318
1273,0.0685,45.4451
1274,0.0685,45.4585
1275,0.0686,45.4718
1276,0.0686,45.4851
1277,0.0687,45.4984
1278,0.0688,45.5117
1279,0.0688,45.525
1280,0.0689,45.5382
1281,0.0689,45.5515
1282,0.069,45.5648
1283,0.069,45.578
1284,0.0691,45.5913
1285,0.0692,45.6045
1286,0.0692,45.6177
1287,0.0693,45.631
1288,0.0693,45.6442
1289,0.0694,45.6574
1290,0.0694,45.6706
1291,0.0695,45.6838
1292,0.0696,45.697
1293,0.0696,45.7101
1294,0.0697,45.7233
1295,0.0697,45.7365
1296,0.0698,45.7496
1297,0.0698,45.7628
1298,0.0699,45.7759
1299,0.07,45.7891
1300,0.07,45.8022
1301,0.0701,45.8153
1302,0.0701,45.8284
1303,0.0702,45.8415
1304,0.0703,45.8546
1305,0.0703,45.8677
1306,0.0704,45.8808
1307,0.0704,45.8939
1308,0.0705,45.9069
1309,0.0705,45.92
1310,0.0706,45.933
1311,0.0707,45.9461
1312,0.0707,45.9591
1313,0.0708,45.9721
1314,0.0708,45.9852
1315,0.0709,45.9982
1316,0.071,46.0112
1317,0.071,46.0242
1318,0.0711,46.0372
1319,0.0711,46.0502
1320,0.0712,46.0631
1321,0.0712,46.0761
1322,0.0713,46.0891
1323,0.0714,46.102
1324,0.0714,46.115
1325,0.0715,46.1279
1326,0.0715,46.1408
1327,0.0716,46.1538
1328,0.0716,46.1667
1329,0.0717,46.1796
1330,0.0718,46.1925
1331,0.0718,46.2054
1332,0.0719,46.2183
1333,0.0719,46.2312
1334,0.072,46.244
1335,0.0721,46.2569
1336,0.0721,46.2697
1337,0.0722,46.2826
1338,0.0722,46.2954
1339,0.0723,46.3083
1340,0.0723,46.3211
1341,0.0724,46.3339
1342,0.0725,46.3467
1343,0.0725,46.3596
1344,0.0726,46.3724
1345,0.0726,46.3851
1346,0.0727,46.3979
1347,0.0728,46.4107
1348,0.0728,46.4235
1349,0.0729,46.4362
1350,0.0729,46.449
1351,0.073,46.4618
1352,0.073,46.4745
1353,0.0731,46.4872
1354,0.0732,46.5
1355,0.0732,46.5127
1356,0.0733,46.5254
1357,0.0733,46.5381
1358,0.0734,46.5508
1359,0.0734,46.5635
1360,0.0735,46.5762
1361,0.0736,46.5889
1362,0.0736,46.6015
1363,0.0737,46.6142
1364,0.0737,46.6268
1365,0.0738,46.6395
1366,0.0739,46.6521
1367,0.0739,46.6648
1368,0.074,46.6774
1369,0.074,46.69
1370,0.0741,46.7026
1371,0.0741,46.7152
1372,0.0742,46.7278
1373,0.0743,46.7404
1374,0.0743,46.753
1375,0.0744,46.7656
1376,0.0744,46.7782
1377,0.0745,46.7907
1378,0.0746,46.8033
1379,0.0746,46.8158
1380,0.0747,46.8284
1381,0.0747,46.8409
1382,0.0748,46.8534
1383,0.0748,46.8659
1384,0.0749,46.8785
1385,0.075,46.891
1386,0.075,46.9035
1387,0.0751,46.916
1388,0.0751,46.9284
1389,0.0752,46.9409
1390,0.0753,46.9534
1391,0.0753,46.9659
1392,0.0754,46.9783
1393,0.0754,46.9908
1394,0.0755,47.0032
1395,0.0755,47.0156
1396,0.0756,47.0281
1397,0.0757,47.0405
1398,0.0757,47.0529
1399,0.0758,47.0653
1400,0.0758,47.0777
1401,0.0759,47.0901
1402,0.076,47.1025
1403,0.076,47.1149
1404,0.0761,47.1272
1405,0.0761,47.1396
1406,0.0762,47.152
1407,0.0762,47.1643
1408,0.0763,47.1767
1409,0.0764,47.189
1410,0.0764,47.2013
1411,0.0765,47.2137
1412,0.0765,47.226
1413,0.0766,47.2383
1414,0.0767,47.2506
1415,0.0767,47.2629
1416,0.0768,47.2752
1417,0.0768,47.2875
1418,0.0769,47.2997
1419,0.0769,47.312
1420,0.077,47.3243
1421,0.0771,47.3365
1422,0.0771,47.3488
1423,0.0772,47.361
1424,0.0772,47.3732
1425,0.0773,47.3855
1426,0.0774,47.3977
1427,0.0774,47.4099
1428,0.0775,47.4221
1429,0.0775,47.4343
1430,0.0776,47.4465
1431,0.0776,47.4587
1432,0.0777,47.4709
1433,0.0778,47.483
1434,0.0778,47.4952
1435,0.0779,47.5074
1436,0.0779,47.5195
1437,0.078,47.5317
1438,0.0781,47.5438
1439,0.0781,47.5559
1440,0.0782,47.5681
1441,0.0782,47.5802
1442,0.0783,47.5923
1443,0.0783,47.6044
1444,0.0784,47.6165
1445,0.0785,47.6286
1446,0.0785,47.6407
1447,0.0786,47.6528
1448,0.0786,47.6648
1449,0.0787,47.6769
1450,0.0788,47.6889
1451,0.0788,47.701
1452,0.0789,47.713
1453,0.0789,47.7251
1454,0.079,47.7371
1455,0.0791,47.7491
1456,0.0791,47.7611
1457,0.0792,47.7732
1458,0.0792,47.7852
1459,0.0793,47.7972
1460,0.0793,47.8091
1461,0.0794,47.8211
1462,0.0795,47.8331
1463,0.0795,47.8451
1464,0.0796,47.857
1465,0.0796,47.869
1466,0.0797,47.8809
1467,0.0798,47.8929
1468,0.0798,47.9048
1469,0.0799,47.9168
1470,0.0799,47.9287
1471,0.08,47.9406
1472,0.08,47.9525
1473,0.0801,47.9644
1474,0.0802,47.9763
1475,0.0802,47.9882
1476,0.0803,48.0001
1477,0.0803,48.012
1478,0.0804,48.0238
1479,0.0805,48.0357
1480,0.0805,48.0475
1481,0.0806,48.0594
1482,0.0806,48.0712
1483,0.0807,48.0831
1484,0.0807,48.0949
1485,0.0808,48.1067
1486,0.0809,48.1186
1487,0.0809,48.1304
1488,0.081,48.1422
1489,0.081,48.154
1490,0.0811,48.1658
1491,0.0812,48.1775
1492,0.0812,48.1893
1493,0.0813,48.2011
1494,0.0813,48.2129
1495,0.0814,48.2246
1496,0.0815,48.2364
1497,0.0815,48.2481
1498,0.0816,48.2598
1499,0.0816,48.2716
1500,0.0817,48.2833
1501,0.0817,48.295
1502,0.0818,48.3067
1503,0.0819,48.3184
1504,0.0819,48.3301
1505,0.082,48.3418
1506,0.082,48.3535
1507,0.0821,48.3652
1508,0.0822,48.3769
1509,0.0822,48.3885
1510,0.0823,48.4002
1511,0.0823,48.4119
1512,0.0824,48.4235
1513,0.0825,48.4352
1514,0.0825,48.4468
1515,0.0826,48.4584
1516,0.0826,48.47
1517,0.0827,48.4817
1518,0.0827,48.4933
1519,0.0828,48.5049
1520,0.0829,48.5165
1521,0.0829,48.5281
1522,0.083,48.5396
1523,0.083,48.5512
1524,0.0831,48.5628
1525,0.0832,48.5743
1526,0.0832,48.5859
1527,0.0833,48.5975
1528,0.0833,48.609
1529,0.0834,48.6205
1530,0.0835,48.6321
1531,0.0835,48.6436
1532,0.0836,48.6551
1533,0.0836,48.6666
1534,0.0837,48.6781
1535,0.0837,48.6896
1536,0.0838,48.7011
1537,0.0839,48.7126
1538,0.0839,48.7241
1539,0.084,48.7356
1540,0.084,48.747
1541,0.0841,48.7585
1542,0.0842,48.77
1543,0.0842,48.7814
1544,0.0843,48.7929
1545,0.0843,48.8043
1546,0.0844,48.8157
1547,0.0845,48.8272
1548,0.0845,48.8386
1549,0.0846,48.85
1550,0.0846,48.8614
1551,0.0847,48.8728
1552,0.0847,48.8842
1553,0.0848,48.8956
1554,0.0849,48.9069
1555,0.0849,48.9183
1556,0.085,48.9297
1557,0.085,48.9411
1558,0.0851,48.9524
1559,0.0852,48.9638
1560,0.0852,48.9751
1561,0.0853,48.9864
1562,0.0853,48.9978
1563,0.0854,49.0091
1564,0.0855,49.0204
1565,0.0855,49.0317
1566,0.0856,49.043
1567,0.0856,49.0543
1568,0.0857,49.0656
1569,0.0857,49.0769
1570,0.0858,49.0882
1571,0.0859,49.0995
1572,0.0859,49.1107
1573,0.086,49.122
1574,0.086,49.1333
1575,0.0861,49.1445
1576,0.0862,49.1557
1577,0.0862,49.167
1578,0.0863,49.1782
1579,0.0863,49.1894
1580,0.0864,49.2007
1581,0.0865,49.2119
1582,0.0865,49.2231
1583,0.0866,49.2343
1584,0.0866,49.2455
1585,0.0867,49.2567
1586,0.0868,49.2678
1587,0.0868,49.279
1588,0.0869,49.2902
1589,0.0869,49.3014
1590,0.087,49.3125
1591,0.087,49.3237
1592,0.0871,49.3348
1593,0.0872,49.3459
1594,0.0872,49.3571
1595,0.0873,49.3682
1596,0.0873,49.3793
1597,0.0874,49.3904
1598,0.0875,49.4016
1599,0.0875,49.4127
1600,0.0876,49.4238
1601,0.0876,49.4348
1602,0.0877,49.4459
1603,0.0878,49.457
1604,0.0878,49.4681
1605,0.0879,49.4791
1606,0.0879,49.4902
1607,0.088,49.5013
1608,0.0881,49.5123
1609,0.0881,49.5234
1610,0.0882,49.5344
1611,0.0882,49.5454
1612,0.0883,49.5564
1613,0.0883,49.5675
1614,0.0884,49.5785
1615,0.0885,49.5895
1616,0.0885,49.6005
1617,0.0886,49.6115
1618,0.0886,49.6225
1619,0.0887,49.6334
1620,0.0888,49.6444
1621,0.0888,49.6554
1622,0.0889,49.6664
1623,0.0889,49.6773
1624,0.089,49.6883
1625,0.0891,49.6992
1626,0.0891,49.7102
1627,0.0892,49.7211
1628,0.0892,49.732
1629,0.0893,49.7429
1630,0.0894,49.7539
1631,0.0894,49.7648
1632,0.0895,49.7757
1633,0.0895,49.7866
1634,0.0896,49.7975
1635,0.0896,49.8083
1636,0.0897,49.8192
1637,0.0898,49.8301
1638,0.0898,49.841
1639,0.0899,49.8518
1640,0.0899,49.8627
1641,0.09,49.8735
1642,0.0901,49.8844
1643,0.0901,49.8952
1644,0.0902,49.9061
1645,0.0902,49.9169
1646,0.0903,49.9277
1647,0.0904,49.9385
1648,0.0904,49.9493
1649,0.0905,49.9601
1650,0.0905,49.9709
1651,0.0906,49.9817
1652,0.0907,49.9925
1653,0.0907,50.0033
1654,0.0908,50.0141
1655,0.0908,50.0248
1656,0.0909,50.0356
1657,0.0909,50.0464
1658,0.091,50.0571
1659,0.0911,50.0679
1660,0.0911,50.0786
1661,0.0912,50.0893
1662,0.0912,50.1001
1663,0.0913,50.1108
1664,0.0914,50.1215
1665,0.0914,50.1322
1666,0.0915,50.1429
1667,0.0915,50.1536
1668,0.0916,50.1643
1669,0.0917,50.175
1670,0.0917,50.1857
1671,0.0918,50.1964
1672,0.0918,50.207
1673,0.0919,50.2177
1674,0.092,50.2284
1675,0.092,50.239
1676,0.0921,50.2497
1677,0.0921,50.2603
1678,0.0922,50.2709
1679,0.0923,50.2816
1680,0.0923,50.2922
1681,0.0924,50.3028
1682,0.0924,50.3134
1683,0.0925,50.324
1684,0.0926,50.3346
1685,0.0926,50.3452
1686,0.0927,50.3558
1687,0.0927,50.3664
1688,0.0928,50.377
1689,0.0928,50.3876
1690,0.0929,50.3981
1691,0.093,50.4087
1692,0.093,50.4192
1693,0.0931,50.4298
1694,0.0931,50.4403
1695,0.0932,50.4509
1696,0.0933,50.4614
1697,0.0933,50.4719
1698,0.0934,50.4825
1699,0.0934,50.493
1700,0.0935,50.5035
1701,0.0936,50.514
1702,0.0936,50.5245
1703,0.0937,50.535
1704,0.0937,50.5455
1705,0.0938,50.556
1706,0.0939,50.5664
1707,0.0939,50.5769
1708,0.094,50.5874
1709,0.094,50.5978
1710,0.0941,50.6083
1711,0.0942,50.6187
1712,0.0942,50.6292
1713,0.0943,50.6396
1714,0.0943,50.65
1715,0.0944,50.6605
1716,0.0945,50.6709
1717,0.0945,50.6813
1718,0.0946,50.6917
1719,0.0946,50.7021
1720,0.0947,50.7125
1721,0.0947,50.7229
1722,0.0948,50.7333
1723,0.0949,50.7437
1724,0.0949,50.7541
1725,0.095,50.7644
1726,0.095,50.7748
1727,0.0951,50.7852
1728,0.0952,50.7955
1729,0.0952,50.8059
1730,0.0953,50.8162
1731,0.0953,50.8265
1732,0.0954,50.8369
1733,0.0955,50.8472
1734,0.0955,50.8575
1735,0.0956,50.8678
1736,0.0956,50.8781
1737,0.0957,50.8884
1738,0.0958,50.8987
1739,0.0958,50.909
1740,0.0959,50.9193
1741,0.0959,50.9296
1742,0.096,50.9399
1743,0.0961,50.9501
1744,0.0961,50.9604
1745,0.0962,50.9707
1746,0.0962,50.9809
1747,0.0963,50.9912
1748,0.0964,51.0014
1749,0.0964,51.0117
1750,0.0965,51.0219
1751,0.0965,51.0321
1752,0.0966,51.0423
1753,0.0967,51.0526
1754,0.0967,51.0628
1755,0.0968,51.073
1756,0.0968,51.0832
1757,0.0969,51.0934
1758,0.0969,51.1036
1759,0.097,51.1137
1760,0.0971,51.1239
1761,0.0971,51.1341
1762,0.0972,51.1443
1763,0.0972,51.1544
1764,0.0973,51.1646
1765,0.0974,51.1747
1766,0.0974,51.1849
1767,0.0975,51.195
1768,0.0975,51.2051
1769,0.0976,51.2153
1770,0.0977,51.2254
1771,0.0977,51.2355
1772,0.0978,51.2456
1773,0.0978,51.2557
1774,0.0979,51.2658
1775,0.098,51.2759
1776,0.098,51.286
1777,0.0981,51.2961
1778,0.0981,51.3062
1779,0.0982,51.3163
1780,0.0983,51.3263
1781,0.0983,51.3364
1782,0.0984,51.3465
1783,0.0984,51.3565
1784,0.0985,51.3666
1785,0.0986,51.3766
1786,0.0986,51.3867
1787,0.0987,51.3967
1788,0.0987,51.4067
1789,0.0988,51.4167
1790,0.0989,51.4268
1791,0.0989,51.4368
1792,0.099,51.4468
1793,0.099,51.4568
1794,0.0991,51.4668
1795,0.0992,51.4768
1796,0.0992,51.4867
1797,0.0993,51.4967
1798,0.0993,51.5067
1799,0.0994,51.5167
1800,0.0995,51.5266
1801,0.0995,51.5366
1802,0.0996,51.5466
1803,0.0996,51.5565
1804,0.0997,51.5664
1805,0.0998,51.5764
1806,0.0998,51.5863
1807,0.0999,51.5962
1808,0.0999,51.6062
1809,0.1,51.6161
1810,0.1001,51.626
1811,0.1001,51.6359
1812,0.1002,51.6458
1813,0.1002,51.6557
1814,0.1003,51.6656
1815,0.1003,51.6755
1816,0.1004,51.6854
1817,0.1005,51.6952
1818,0.1005,51.7051
1819,0.1006,51.715
1820,0.1006,51.7248
1821,0.1007,51.7347
1822,0.1008,51.7445
1823,0.1008,51.7544
1824,0.1009,51.7642
1825,0.1009,51.774
1826,0.101,51.7839
1827,0.1011,51.7937
1828,0.1011,51.8035
1829,0.1012,51.8133
1830,0.1012,51.8231
1831,0.1013,51.8329
1832,0.1014,51.8427
1833,0.1014,51.8525
1834,0.1015,51.8623
1835,0.1015,51.8721
1836,0.1016,51.8819
1837,0.1017,51.8916
1838,0.1017,51.9014
1839,0.1018,51.9112
1840,0.1018,51.9209
1841,0.1019,51.9307
1842,0.102,51.9404
1843,0.102,51.9502
1844,0.1021,51.9599
1845,0.1021,51.9696
1846,0.1022,51.9793
1847,0.1023,51.9891
1848,0.1023,51.9988
1849,0.1024,52.0085
1850,0.1024,52.0182
1851,0.1025,52.0279
1852,0.1026,52.0376
1853,0.1026,52.0473
1854,0.1027,52.057
1855,0.1027,52.0666
1856,0.1028,52.0763
1857,0.1029,52.086
1858,0.1029,52.0957
1859,0.103,52.1053
1860,0.103,52.115
1861,0.1031,52.1246
1862,0.1032,52.1343
1863,0.1032,52.1439
1864,0.1033,52.1535
1865,0.1033,52.1632
1866,0.1034,52.1728
1867,0.1035,52.1824
1868,0.1035,52.192
1869,0.1036,52.2016
1870,0.1036,52.2112
1871,0.1037,52.2208
1872,0.1038,52.2304
1873,0.1038,52.24
1874,0.1039,52.2496
1875,0.1039,52.2592
1876,0.104,52.2687
1877,0.1041,52.2783
1878,0.1041,52.2879
1879,0.1042,52.2974
1880,0.1042,52.307
1881,0.1043,52.3165
1882,0.1044,52.3261
1883,0.1044,52.3356
1884,0.1045,52.3452
1885,0.1045,52.3547
1886,0.1046,52.3642
1887,0.1047,52.3737
1888,0.1047,52.3832
1889,0.1048,52.3928
1890,0.1048,52.4023
1891,0.1049,52.4118
1892,0.105,52.4213
1893,0.105,52.4307
1894,0.1051,52.4402
1895,0.1051,52.4497
1896,0.1052,52.4592
1897,0.1053,52.4686
1898,0.1053,52.4781
1899,0.1054,52.4876
1900,0.1054,52.497
1901,0.1055,52.5065
1902,0.1056,52.5159
1903,0.1056,52.5254
1904,0.1057,52.5348
1905,0.1057,52.5442
1906,0.1058,52.5536
1907,0.1059,52.5631
1908,0.1059,52.5725
1909,0.106,52.5819
1910,0.106,52.5913
1911,0.1061,52.6007
1912,0.1062,52.6101
1913,0.1062,52.6195
1914,0.1063,52.6289
1915,0.1063,52.6383
1916,0.1064,52.6476
1917,0.1065,52.657
1918,0.1065,52.6664
1919,0.1066,52.6757
1920,0.1066,52.6851
1921,0.1067,52.6944
1922,0.1068,52.7038
1923,0.1068,52.7131
1924,0.1069,52.7225
1925,0.1069,52.7318
1926,0.107,52.7411
1927,0.1071,52.7505
1928,0.1071,52.7598
1929,0.1072,52.7691
1930,0.1072,52.7784
1931,0.1073,52.7877
1932,0.1074,52.797
1933,0.1074,52.8063
1934,0.1075,52.8156
1935,0.1075,52.8249
1936,0.1076,52.8341
1937,0.1077,52.8434
1938,0.1077,52.8527
1939,0.1078,52.8619
1940,0.1078,52.8712
1941,0.1079,52.8805
1942,0.108,52.8897
1943,0.108,52.899
1944,0.1081,52.9082
1945,0.1081,52.9174
1946,0.1082,52.9267
1947,0.1083,52.9359
1948,0.1083,52.9451
1949,0.1084,52.9543
1950,0.1084,52.9636
1951,0.1085,52.9728
1952,0.1086,52.982
1953,0.1086,52.9912
1954,0.1087,53.0004
1955,0.1087,53.0095
1956,0.1088,53.0187
1957,0.1089,53.0279
1958,0.1089,53.0371
1959,0.109,53.0463
1960,0.109,53.0554
1961,0.1091,53.0646
1962,0.1092,53.0737
1963,0.1092,53.0829
1964,0.1093,53.092
1965,0.1093,53.1012
1966,0.1094,53.1103
1967,0.1095,53.1194
1968,0.1095,53.1286
1969,0.1096,53.1377
1970,0.1096,53.1468
1971,0.1097,53.1559
1972,0.1098,53.165
1973,0.1098,53.1741
1974,0.1099,53.1832
1975,0.1099,53.1923
1976,0.11,53.2014
1977,0.1101,53.2105
1978,0.1101,53.2196
1979,0.1102,53.2287
1980,0.1102,53.2377
1981,0.1103,53.2468
1982,0.1104,53.2559
1983,0.1104,53.2649
1984,0.1105,53.274
1985,0.1105,53.283
1986,0.1106,53.2921
1987,0.1107,53.3011
1988,0.1107,53.3101
1989,0.1108,53.3192
1990,0.1108,53.3282
1991,0.1109,53.3372
1992,0.111,53.3462
1993,0.111,53.3552
1994,0.1111,53.3643
1995,0.1111,53.3733
1996,0.1112,53.3823
1997,0.1113,53.3912
1998,0.1113,53.4002
1999,0.1114,53.4092
2000,0.1114,53.4182
2001,0.1115,53.4272
2002,0.1116,53.4361
2003,0.1116,53.4451
2004,0.1117,53.4541
2005,0.1117,53.463
2006,0.1118,53.472
2007,0.1119,53.4809
2008,0.1119,53.4899
2009,0.112,53.4988
2010,0.112,53.5077
2011,0.1121,53.5167
2012,0.1122,53.5256
2013,0.1122,53.5345
2014,0.1123,53.5434
2015,0.1123,53.5523
2016,0.1124,53.5612
2017,0.1125,53.5701
2018,0.1125,53.579
2019,0.1126,53.5879
2020,0.1126,53.5968
2021,0.1127,53.6057
2022,0.1128,53.6146
2023,0.1128,53.6235
2024,0.1129,53.6323
2025,0.1129,53.6412
2026,0.113,53.6501
2027,0.1131,53.6589
2028,0.1131,53.6678
2029,0.1132,53.6766
2030,0.1132,53.6855
2031,0.1133,53.6943
2032,0.1134,53.7031
2033,0.1134,53.712
2034,0.1135,53.7208
2035,0.1135,53.7296
2036,0.1136,53.7384
2037,0.1137,53.7472
2038,0.1137,53.756
2039,0.1138,53.7648
2040,0.1138,53.7736
2041,0.1139,53.7824
2042,0.114,53.7912
2043,0.114,53.8
2044,0.1141,53.8088
2045,0.1142,53.8176
2046,0.1142,53.8263
2047,0.1143,53.8351
2048,0.1143,53.8439
2049,0.1144,53.8526
2050,0.1145,53.8614
2051,0.1145,53.8701
2052,0.1146,53.8789
2053,0.1146,53.8876
2054,0.1147,53.8963
2055,0.1148,53.9051
2056,0.1148,53.9138
2057,0.1149,53.9225
2058,0.1149,53.9312
2059,0.115,53.94
2060,0.1151,53.9487
2061,0.1151,53.9574
2062,0.1152,53.9661
2063,0.1152,53.9748
2064,0.1153,53.9835
2065,0.1154,53.9921
2066,0.1154,54.0008
2067,0.1155,54.0095
2068,0.1155,54.0182
2069,0.1156,54.0268
2070,0.1157,54.0355
2071,0.1157,54.0442
2072,0.1158,54.0528
2073,0.1158,54.0615
2074,0.1159,54.0701
2075,0.116,54.0788
2076,0.116,54.0874
2077,0.1161,54.096
2078,0.1161,54.1047
2079,0.1162,54.1133
2080,0.1163,54.1219
2081,0.1163,54.1305
2082,0.1164,54.1392
2083,0.1164,54.1478
2084,0.1165,54.1564
2085,0.1166,54.165
2086,0.1166,54.1736
2087,0.1167,54.1822
2088,0.1167,54.1907
2089,0.1168,54.1993
2090,0.1169,54.2079
2091,0.1169,54.2165
2092,0.117,54.225
2093,0.117,54.2336
2094,0.1171,54.2422
2095,0.1172,54.2507
2096,0.1172,54.2593
2097,0.1173,54.2678
2098,0.1173,54.2764
2099,0.1174,54.2849
2100,0.1175,54.2935
2101,0.1175,54.302
2102,0.1176,54.3105
2103,0.1177,54.319
2104,0.1177,54.3276
2105,0.1178,54.3361
2106,0.1178,54.3446
2107,0.1179,54.3531
2108,0.118,54.3616
2109,0.118,54.3701
2110,0.1181,54.3786
2111,0.1181,54.3871
2112,0.1182,54.3955
2113,0.1183,54.404
2114,0.1183,54.4125
2115,0.1184,54.421
2116,0.1184,54.4294
2117,0.1185,54.4379
2118,0.1186,54.4464
2119,0.1186,54.4548
2120,0.1187,54.4633
2121,0.1187,54.4717
2122,0.1188,54.4802
2123,0.1189,54.4886
2124,0.1189,54.497
2125,0.119,54.5055
2126,0.119,54.5139
2127,0.1191,54.5223
2128,0.1192,54.5307
2129,0.1192,54.5391
2130,0.1193,54.5475
2131,0.1193,54.5559
2132,0.1194,54.5643
2133,0.1195,54.5727
2134,0.1195,54.5811
2135,0.1196,54.5895
2136,0.1196,54.5979
2137,0.1197,54.6063
2138,0.1198,54.6147
2139,0.1198,54.623
2140,0.1199,54.6314
2141,0.1199,54.6398
2142,0.12,54.6481
2143,0.1201,54.6565
2144,0.1201,54.6648
2145,0.1202,54.6732
2146,0.1202,54.6815
2147,0.1203,54.6898
2148,0.1204,54.6982
2149,0.1204,54.7065
2150,0.1205,54.7148
2151,0.1206,54.7231
2152,0.1206,54.7315
2153,0.1207,54.7398
2154,0.1207,54.7481
2155,0.1208,54.7564
2156,0.1209,54.7647
2157,0.1209,54.773
2158,0.121,54.7813
2159,0.121,54.7896
2160,0.1211,54.7978
2161,0.1212,54.8061
2162,0.1212,54.8144
2163,0.1213,54.8227
2164,0.1213,54.8309
2165,0.1214,54.8392
2166,0.1215,54.8475
2167,0.1215,54.8557
2168,0.1216,54.864
2169,0.1216,54.8722
2170,0.1217,54.8805
2171,0.1218,54.8887
2172,0.1218,54.8969
2173,0.1219,54.9052
2174,0.1219,54.9134
2175,0.122,54.9216
2176,0.1221,54.9298
2177,0.1221,54.938
2178,0.1222,54.9462
2179,0.1222,54.9545
2180,0.1223,54.9627
2181,0.1224,54.9709
2182,0.1224,54.979
2183,0.1225,54.9872
2184,0.1226,54.9954
2185,0.1226,55.0036
2186,0.1227,55.0118
2187,0.1227,55.02
2188,0.1228,55.0281
2189,0.1229,55.0363
2190,0.1229,55.0445
2191,0.123,55.0526
2192,0.123,55.0608
2193,0.1231,55.0689
2194,0.1232,55.0771
2195,0.1232,55.0852
2196,0.1233,55.0933
2197,0.1233,55.1015
2198,0.1234,55.1096
2199,0.1235,55.1177
2200,0.1235,55.1258
2201,0.1236,55.134
2202,0.1236,55.1421
2203,0.1237,55.1502
2204,0.1238,55.1583
2205,0.1238,55.1664
2206,0.1239,55.1745
2207,0.1239,55.1826
2208,0.124,55.1907
2209,0.1241,55.1988
2210,0.1241,55.2068
2211,0.1242,55.2149
2212,0.1242,55.223
2213,0.1243,55.2311
2214,0.1244,55.2391
2215,0.1244,55.2472
2216,0.1245,55.2552
2217,0.1245,55.2633
2218,0.1246,55.2713
2219,0.1247,55.2794
2220,0.1247,55.2874
2221,0.1248,55.2955
2222,0.1249,55.3035
2223,0.1249,55.3115
2224,0.125,55.3196
2225,0.125,55.3276
2226,0.1251,55.3356
2227,0.1252,55.3436
2228,0.1252,55.3516
2229,0.1253,55.3596
2230,0.1253,55.3676
2231,0.1254,55.3756
2232,0.1255,55.3836
2233,0.1255,55.3916
2234,0.1256,55.3996
2235,0.1256,55.4076
2236,0.1257,55.4156
2237,0.1258,55.4235
2238,0.1258,55.4315
2239,0.1259,55.4395
2240,0.1259,55.4474
2241,0.126,55.4554
2242,0.1261,55.4634
2243,0.1261,55.4713
2244,0.1262,55.4793
2245,0.1262,55.4872
2246,0.1263,55.4951
2247,0.1264,55.5031
2248,0.1264,55.511
2249,0.1265,55.5189
2250,0.1266,55.5269
2251,0.1266,55.5348
2252,0.1267,55.5427
2253,0.1267,55.5506
2254,0.1268,55.5585
2255,0.1269,55.5664
2256,0.1269,55.5743
2257,0.127,55.5822
2258,0.127,55.5901
