,Shear Strain,Shear Stress
2259,0.1271,55.598
2260,0.1272,55.6059
2261,0.1272,55.6138
2262,0.1273,55.6217
2263,0.1273,55.6295
2264,0.1274,55.6374
2265,0.1275,55.6453
2266,0.1275,55.6531
2267,0.1276,55.661
2268,0.1276,55.6688
2269,0.1277,55.6767
2270,0.1278,55.6845
2271,0.1278,55.6924
2272,0.1279,55.7002
2273,0.1279,55.7081
2274,0.128,55.7159
2275,0.1281,55.7237
2276,0.1281,55.7316
2277,0.1282,55.7394
2278,0.1283,55.7472
2279,0.1283,55.755
2280,0.1284,55.7628
2281,0.1284,55.7706
2282,0.1285,55.7784
2283,0.1286,55.7862
2284,0.1286,55.794
2285,0.1287,55.8018
2286,0.1287,55.8096
2287,0.1288,55.8174
2288,0.1289,55.8252
2289,0.1289,55.8329
2290,0.129,55.8407
2291,0.129,55.8485
2292,0.1291,55.8562
2293,0.1292,55.864
2294,0.1292,55.8718
2295,0.1293,55.8795
2296,0.1293,55.8873
2297,0.1294,55.895
2298,0.1295,55.9027
2299,0.1295,55.9105
2300,0.1296,55.9182
2301,0.1296,55.9259
2302,0.1297,55.9337
2303,0.1298,55.9414
2304,0.1298,55.9491
2305,0.1299,55.9568
2306,0.13,55.9645
2307,0.13,55.9723
2308,0.1301,55.98
2309,0.1301,55.9877
2310,0.1302,55.9954
2311,0.1303,56.003
2312,0.1303,56.0107
2313,0.1304,56.0184
2314,0.1304,56.0261
2315,0.1305,56.0338
2316,0.1306,56.0415
2317,0.1306,56.0491
2318,0.1307,56.0568
2319,0.1307,56.0645
2320,0.1308,56.0721
2321,0.1309,56.0798
2322,0.1309,56.0874
2323,0.131,56.0951
2324,0.131,56.1027
2325,0.1311,56.1104
2326,0.1312,56.118
2327,0.1312,56.1256
2328,0.1313,56.1333
2329,0.1314,56.1409
2330,0.1314,56.1485
2331,0.1315,56.1561
2332,0.1315,56.1638
2333,0.1316,56.1714
2334,0.1317,56.179
2335,0.1317,56.1866
2336,0.1318,56.1942
2337,0.1318,56.2018
2338,0.1319,56.2094
2339,0.132,56.217
2340,0.132,56.2246
2341,0.1321,56.2321
2342,0.1321,56.2397
2343,0.1322,56.2473
2344,0.1323,56.2549
2345,0.1323,56.2624
2346,0.1324,56.27
2347,0.1324,56.2776
2348,0.1325,56.2851
2349,0.1326,56.2927
2350,0.1326,56.3002
2351,0.1327,56.3078
2352,0.1328,56.3153
2353,0.1328,56.3229
2354,0.1329,56.3304
2355,0.1329,56.3379
2356,0.133,56.3455
2357,0.1331,56.353
2358,0.1331,56.3605
2359,0.1332,56.368
2360,0.1332,56.3755
2361,0.1333,56.383
2362,0.1334,56.3905
2363,0.1334,56.3981
2364,0.1335,56.4056
2365,0.1335,56.413
2366,0.1336,56.4205
2367,0.1337,56.428
2368,0.1337,56.4355
2369,0.1338,56.443
2370,0.1338,56.4505
2371,0.1339,56.458
2372,0.134,56.4654
2373,0.134,56.4729
2374,0.1341,56.4804
2375,0.1342,56.4878
2376,0.1342,56.4953
2377,0.1343,56.5027
2378,0.1343,56.5102
2379,0.1344,56.5176
2380,0.1345,56.5251
2381,0.1345,56.5325
2382,0.1346,56.5399
2383,0.1346,56.5474
2384,0.1347,56.5548
2385,0.1348,56.5622
2386,0.1348,56.5697
2387,0.1349,56.5771
2388,0.1349,56.5845
2389,0.135,56.5919
2390,0.1351,56.5993
2391,0.1351,56.6067
2392,0.1352,56.6141
2393,0.1352,56.6215
2394,0.1353,56.6289
2395,0.1354,56.6363
2396,0.1354,56.6437
2397,0.1355,56.6511
2398,0.1356,56.6584
2399,0.1356,56.6658
2400,0.1357,56.6732
2401,0.1357,56.6806
2402,0.1358,56.6879
2403,0.1359,56.6953
2404,0.1359,56.7027
2405,0.136,56.71
2406,0.136,56.7174
2407,0.1361,56.7247
2408,0.1362,56.7321
2409,0.1362,56.7394
2410,0.1363,56.7467
2411,0.1363,56.7541
2412,0.1364,56.7614
2413,0.1365,56.7687
2414,0.1365,56.7761
2415,0.1366,56.7834
2416,0.1366,56.7907
2417,0.1367,56.798
2418,0.1368,56.8053
2419,0.1368,56.8126
2420,0.1369,56.8199
2421,0.137,56.8272
2422,0.137,56.8345
2423,0.1371,56.8418
2424,0.1371,56.8491
2425,0.1372,56.8564
2426,0.1373,56.8637
2427,0.1373,56.871
2428,0.1374,56.8782
2429,0.1374,56.8855
2430,0.1375,56.8928
2431,0.1376,56.9
2432,0.1376,56.9073
2433,0.1377,56.9146
2434,0.1377,56.9218
2435,0.1378,56.9291
2436,0.1379,56.9363
2437,0.1379,56.9436
2438,0.138,56.9508
2439,0.1381,56.958
2440,0.1381,56.9653
2441,0.1382,56.9725
2442,0.1382,56.9797
2443,0.1383,56.987
2444,0.1384,56.9942
2445,0.1384,57.0014
2446,0.1385,57.0086
2447,0.1385,57.0158
2448,0.1386,57.023
2449,0.1387,57.0302
2450,0.1387,57.0374
2451,0.1388,57.0446
2452,0.1388,57.0518
2453,0.1389,57.059
2454,0.139,57.0662
2455,0.139,57.0734
2456,0.1391,57.0806
2457,0.1391,57.0878
2458,0.1392,57.0949
2459,0.1393,57.1021
2460,0.1393,57.1093
2461,0.1394,57.1164
2462,0.1395,57.1236
2463,0.1395,57.1307
2464,0.1396,57.1379
2465,0.1396,57.1451
2466,0.1397,57.1522
2467,0.1398,57.1593
2468,0.1398,57.1665
2469,0.1399,57.1736
2470,0.1399,57.1808
2471,0.14,57.1879
2472,0.1401,57.195
2473,0.1401,57.2021
2474,0.1402,57.2093
2475,0.1402,57.2164
2476,0.1403,57.2235
2477,0.1404,57.2306
2478,0.1404,57.2377
2479,0.1405,57.2448
2480,0.1406,57.2519
2481,0.1406,57.259
2482,0.1407,57.2661
2483,0.1407,57.2732
2484,0.1408,57.2803
2485,0.1409,57.2874
2486,0.1409,57.2945
2487,0.141,57.3015
2488,0.141,57.3086
2489,0.1411,57.3157
2490,0.1412,57.3227
2491,0.1412,57.3298
2492,0.1413,57.3369
2493,0.1413,57.3439
2494,0.1414,57.351
2495,0.1415,57.358
2496,0.1415,57.3651
2497,0.1416,57.3721
2498,0.1417,57.3792
2499,0.1417,57.3862
2500,0.1418,57.3932
2501,0.1418,57.4003
2502,0.1419,57.4073
2503,0.142,57.4143
2504,0.142,57.4213
2505,0.1421,57.4284
2506,0.1421,57.4354
2507,0.1422,57.4424
2508,0.1423,57.4494
2509,0.1423,57.4564
2510,0.1424,57.4634
2511,0.1424,57.4704
2512,0.1425,57.4774
2513,0.1426,57.4844
2514,0.1426,57.4914
2515,0.1427,57.4984
2516,0.1428,57.5054
2517,0.1428,57.5123
2518,0.1429,57.5193
2519,0.1429,57.5263
2520,0.143,57.5333
2521,0.1431,57.5402
2522,0.1431,57.5472
2523,0.1432,57.5542
2524,0.1432,57.5611
2525,0.1433,57.5681
2526,0.1434,57.575
2527,0.1434,57.582
2528,0.1435,57.5889
2529,0.1435,57.5958
2530,0.1436,57.6028
2531,0.1437,57.6097
2532,0.1437,57.6167
2533,0.1438,57.6236
2534,0.1439,57.6305
2535,0.1439,57.6374
2536,0.144,57.6443
2537,0.144,57.6513
2538,0.1441,57.6582
2539,0.1442,57.6651
2540,0.1442,57.672
2541,0.1443,57.6789
2542,0.1443,57.6858
2543,0.1444,57.6927
2544,0.1445,57.6996
2545,0.1445,57.7065
2546,0.1446,57.7134
2547,0.1446,57.7202
2548,0.1447,57.7271
2549,0.1448,57.734
2550,0.1448,57.7409
2551,0.1449,57.7477
2552,0.145,57.7546
2553,0.145,57.7615
2554,0.1451,57.7683
2555,0.1451,57.7752
2556,0.1452,57.7821
2557,0.1453,57.7889
2558,0.1453,57.7958
2559,0.1454,57.8026
2560,0.1454,57.8094
2561,0.1455,57.8163
2562,0.1456,57.8231
2563,0.1456,57.83
2564,0.1457,57.8368
2565,0.1457,57.8436
2566,0.1458,57.8504
2567,0.1459,57.8573
2568,0.1459,57.8641
2569,0.146,57.8709
2570,0.1461,57.8777
2571,0.1461,57.8845
2572,0.1462,57.8913
2573,0.1462,57.8981
2574,0.1463,57.9049
2575,0.1464,57.9117
2576,0.1464,57.9185
2577,0.1465,57.9253
2578,0.1465,57.9321
2579,0.1466,57.9389
2580,0.1467,57.9457
2581,0.1467,57.9524
2582,0.1468,57.9592
2583,0.1468,57.966
2584,0.1469,57.9727
2585,0.147,57.9795
2586,0.147,57.9863
2587,0.1471,57.993
2588,0.1472,57.9998
2589,0.1472,58.0065
2590,0.1473,58.0133
2591,0.1473,58.02
2592,0.1474,58.0268
2593,0.1475,58.0335
2594,0.1475,58.0403
2595,0.1476,58.047
2596,0.1476,58.0537
2597,0.1477,58.0605
2598,0.1478,58.0672
2599,0.1478,58.0739
2600,0.1479,58.0806
2601,0.1479,58.0873
2602,0.148,58.094
2603,0.1481,58.1008
2604,0.1481,58.1075
2605,0.1482,58.1142
2606,0.1483,58.1209
2607,0.1483,58.1276
2608,0.1484,58.1343
2609,0.1484,58.141
2610,0.1485,58.1476
2611,0.1486,58.1543
2612,0.1486,58.161
2613,0.1487,58.1677
2614,0.1487,58.1744
2615,0.1488,58.181
2616,0.1489,58.1877
2617,0.1489,58.1944
2618,0.149,58.201
2619,0.1491,58.2077
2620,0.1491,58.2144
2621,0.1492,58.221
2622,0.1492,58.2277
2623,0.1493,58.2343
2624,0.1494,58.241
2625,0.1494,58.2476
2626,0.1495,58.2542
2627,0.1495,58.2609
2628,0.1496,58.2675
2629,0.1497,58.2742
2630,0.1497,58.2808
2631,0.1498,58.2874
2632,0.1498,58.294
2633,0.1499,58.3006
2634,0.15,58.3073
2635,0.15,58.3139
2636,0.1501,58.3205
2637,0.1502,58.3271
2638,0.1502,58.3337
2639,0.1503,58.3403
2640,0.1503,58.3469
2641,0.1504,58.3535
2642,0.1505,58.3601
2643,0.1505,58.3667
2644,0.1506,58.3733
2645,0.1506,58.3798
2646,0.1507,58.3864
2647,0.1508,58.393
2648,0.1508,58.3996
2649,0.1509,58.4062
2650,0.1509,58.4127
2651,0.151,58.4193
2652,0.1511,58.4259
2653,0.1511,58.4324
2654,0.1512,58.439
2655,0.1513,58.4455
2656,0.1513,58.4521
2657,0.1514,58.4586
2658,0.1514,58.4652
2659,0.1515,58.4717
2660,0.1516,58.4783
2661,0.1516,58.4848
2662,0.1517,58.4913
2663,0.1517,58.4979
2664,0.1518,58.5044
2665,0.1519,58.5109
2666,0.1519,58.5174
2667,0.152,58.5239
2668,0.1521,58.5305
2669,0.1521,58.537
2670,0.1522,58.5435
2671,0.1522,58.55
2672,0.1523,58.5565
2673,0.1524,58.563
2674,0.1524,58.5695
2675,0.1525,58.576
2676,0.1525,58.5825
2677,0.1526,58.589
2678,0.1527,58.5955
2679,0.1527,58.6019
2680,0.1528,58.6084
2681,0.1528,58.6149
2682,0.1529,58.6214
2683,0.153,58.6279
2684,0.153,58.6343
2685,0.1531,58.6408
2686,0.1532,58.6473
2687,0.1532,58.6537
2688,0.1533,58.6602
2689,0.1533,58.6666
2690,0.1534,58.6731
2691,0.1535,58.6795
2692,0.1535,58.686
2693,0.1536,58.6924
2694,0.1536,58.6989
2695,0.1537,58.7053
2696,0.1538,58.7117
2697,0.1538,58.7182
2698,0.1539,58.7246
2699,0.154,58.731
2700,0.154,58.7374
2701,0.1541,58.7439
2702,0.1541,58.7503
2703,0.1542,58.7567
2704,0.1543,58.7631
2705,0.1543,58.7695
2706,0.1544,58.7759
2707,0.1544,58.7823
2708,0.1545,58.7887
2709,0.1546,58.7951
2710,0.1546,58.8015
2711,0.1547,58.8079
2712,0.1548,58.8143
2713,0.1548,58.8207
2714,0.1549,58.8271
2715,0.1549,58.8335
2716,0.155,58.8398
2717,0.1551,58.8462
2718,0.1551,58.8526
2719,0.1552,58.859
2720,0.1552,58.8653
2721,0.1553,58.8717
2722,0.1554,58.878
2723,0.1554,58.8844
2724,0.1555,58.8908
2725,0.1555,58.8971
2726,0.1556,58.9035
2727,0.1557,58.9098
2728,0.1557,58.9161
2729,0.1558,58.9225
2730,0.1559,58.9288
2731,0.1559,58.9352
2732,0.156,58.9415
2733,0.156,58.9478
2734,0.1561,58.9542
2735,0.1562,58.9605
2736,0.1562,58.9668
2737,0.1563,58.9731
2738,0.1563,58.9794
2739,0.1564,58.9858
2740,0.1565,58.9921
2741,0.1565,58.9984
2742,0.1566,59.0047
2743,0.1567,59.011
2744,0.1567,59.0173
2745,0.1568,59.0236
2746,0.1568,59.0299
2747,0.1569,59.0362
2748,0.157,59.0424
2749,0.157,59.0487
2750,0.1571,59.055
2751,0.1571,59.0613
2752,0.1572,59.0676
2753,0.1573,59.0738
2754,0.1573,59.0801
2755,0.1574,59.0864
2756,0.1574,59.0927
2757,0.1575,59.0989
2758,0.1576,59.1052
2759,0.1576,59.1114
2760,0.1577,59.1177
2761,0.1578,59.1239
2762,0.1578,59.1302
2763,0.1579,59.1364
2764,0.1579,59.1427
2765,0.158,59.1489
2766,0.1581,59.1552
2767,0.1581,59.1614
2768,0.1582,59.1676
2769,0.1582,59.1739
2770,0.1583,59.1801
2771,0.1584,59.1863
2772,0.1584,59.1925
2773,0.1585,59.1988
2774,0.1586,59.205
2775,0.1586,59.2112
2776,0.1587,59.2174
2777,0.1587,59.2236
2778,0.1588,59.2298
2779,0.1589,59.236
2780,0.1589,59.2422
2781,0.159,59.2484
2782,0.159,59.2546
2783,0.1591,59.2608
2784,0.1592,59.267
2785,0.1592,59.2732
2786,0.1593,59.2794
2787,0.1594,59.2856
2788,0.1594,59.2917
2789,0.1595,59.2979
2790,0.1595,59.3041
2791,0.1596,59.3103
2792,0.1597,59.3164
2793,0.1597,59.3226
2794,0.1598,59.3288
2795,0.1598,59.3349
2796,0.1599,59.3411
2797,0.16,59.3472
2798,0.16,59.3534
2799,0.1601,59.3595
2800,0.1602,59.3657
2801,0.1602,59.3718
2802,0.1603,59.378
2803,0.1603,59.3841
2804,0.1604,59.3902
2805,0.1605,59.3964
2806,0.1605,59.4025
2807,0.1606,59.4086
2808,0.1606,59.4148
2809,0.1607,59.4209
2810,0.1608,59.427
2811,0.1608,59.4331
2812,0.1609,59.4392
2813,0.1609,59.4453
2814,0.161,59.4515
2815,0.1611,59.4576
2816,0.1611,59.4637
2817,0.1612,59.4698
2818,0.1613,59.4759
2819,0.1613,59.482
2820,0.1614,59.4881
2821,0.1614,59.4941
2822,0.1615,59.5002
2823,0.1616,59.5063
2824,0.1616,59.5124
2825,0.1617,59.5185
2826,0.1617,59.5246
2827,0.1618,59.5306
2828,0.1619,59.5367
2829,0.1619,59.5428
2830,0.162,59.5489
2831,0.1621,59.5549
2832,0.1621,59.561
2833,0.1622,59.567
2834,0.1622,59.5731
2835,0.1623,59.5791
2836,0.1624,59.5852
2837,0.1624,59.5913
2838,0.1625,59.5973
2839,0.1625,59.6033
2840,0.1626,59.6094
2841,0.1627,59.6154
2842,0.1627,59.6215
2843,0.1628,59.6275
2844,0.1629,59.6335
2845,0.1629,59.6395
2846,0.163,59.6456
2847,0.163,59.6516
2848,0.1631,59.6576
2849,0.1632,59.6636
2850,0.1632,59.6697
2851,0.1633,59.6757
2852,0.1633,59.6817
2853,0.1634,59.6877
2854,0.1635,59.6937
2855,0.1635,59.6997
2856,0.1636,59.7057
2857,0.1637,59.7117
2858,0.1637,59.7177
2859,0.1638,59.7237
2860,0.1638,59.7297
2861,0.1639,59.7356
2862,0.164,59.7416
2863,0.164,59.7476
2864,0.1641,59.7536
2865,0.1641,59.7596
2866,0.1642,59.7655
2867,0.1643,59.7715
2868,0.1643,59.7775
2869,0.1644,59.7835
2870,0.1645,59.7894
2871,0.1645,59.7954
2872,0.1646,59.8013
2873,0.1646,59.8073
2874,0.1647,59.8132
2875,0.1648,59.8192
2876,0.1648,59.8251
2877,0.1649,59.8311
2878,0.1649,59.837
2879,0.165,59.843
2880,0.1651,59.8489
2881,0.1651,59.8549
2882,0.1652,59.8608
2883,0.1653,59.8667
2884,0.1653,59.8726
2885,0.1654,59.8786
2886,0.1654,59.8845
2887,0.1655,59.8904
2888,0.1656,59.8963
2889,0.1656,59.9022
2890,0.1657,59.9082
2891,0.1657,59.9141
2892,0.1658,59.92
2893,0.1659,59.9259
2894,0.1659,59.9318
2895,0.166,59.9377
2896,0.166,59.9436
2897,0.1661,59.9495
2898,0.1662,59.9554
2899,0.1662,59.9613
2900,0.1663,59.9672
2901,0.1664,59.973
2902,0.1664,59.9789
2903,0.1665,59.9848
2904,0.1665,59.9907
2905,0.1666,59.9966
2906,0.1667,60.0024
2907,0.1667,60.0083
2908,0.1668,60.0142
2909,0.1668,60.02
2910,0.1669,60.0259
2911,0.167,60.0318
2912,0.167,60.0376
2913,0.1671,60.0435
2914,0.1672,60.0493
2915,0.1672,60.0552
2916,0.1673,60.061
2917,0.1673,60.0669
2918,0.1674,60.0727
2919,0.1675,60.0785
2920,0.1675,60.0844
2921,0.1676,60.0902
2922,0.1676,60.0961
2923,0.1677,60.1019
2924,0.1678,60.1077
2925,0.1678,60.1135
2926,0.1679,60.1194
2927,0.168,60.1252
2928,0.168,60.131
2929,0.1681,60.1368
2930,0.1681,60.1426
2931,0.1682,60.1484
2932,0.1683,60.1543
2933,0.1683,60.1601
2934,0.1684,60.1659
2935,0.1684,60.1717
2936,0.1685,60.1775
2937,0.1686,60.1833
2938,0.1686,60.1891
2939,0.1687,60.1948
2940,0.1688,60.2006
2941,0.1688,60.2064
2942,0.1689,60.2122
2943,0.1689,60.218
2944,0.169,60.2238
2945,0.1691,60.2295
2946,0.1691,60.2353
2947,0.1692,60.2411
2948,0.1692,60.2469
2949,0.1693,60.2526
2950,0.1694,60.2584
2951,0.1694,60.2641
2952,0.1695,60.2699
2953,0.1696,60.2757
2954,0.1696,60.2814
2955,0.1697,60.2872
2956,0.1697,60.2929
2957,0.1698,60.2987
2958,0.1699,60.3044
2959,0.1699,60.3102
2960,0.17,60.3159
2961,0.17,60.3216
2962,0.1701,60.3274
2963,0.1702,60.3331
2964,0.1702,60.3388
2965,0.1703,60.3446
2966,0.1704,60.3503
2967,0.1704,60.356
2968,0.1705,60.3617
2969,0.1705,60.3675
2970,0.1706,60.3732
2971,0.1707,60.3789
2972,0.1707,60.3846
2973,0.1708,60.3903
2974,0.1708,60.396
2975,0.1709,60.4017
2976,0.171,60.4074
2977,0.171,60.4131
2978,0.1711,60.4188
2979,0.1712,60.4245
2980,0.1712,60.4302
2981,0.1713,60.4359
2982,0.1713,60.4416
2983,0.1714,60.4473
2984,0.1715,60.453
2985,0.1715,60.4586
2986,0.1716,60.4643
2987,0.1716,60.47
2988,0.1717,60.4757
2989,0.1718,60.4813
2990,0.1718,60.487
2991,0.1719,60.4927
2992,0.172,60.4983
2993,0.172,60.504
2994,0.1721,60.5097
2995,0.1721,60.5153
2996,0.1722,60.521
2997,0.1723,60.5266
2998,0.1723,60.5323
2999,0.1724,60.5379
3000,0.1724,60.5436
3001,0.1725,60.5492
3002,0.1726,60.5548
3003,0.1726,60.5605
3004,0.1727,60.5661
3005,0.1728,60.5717
3006,0.1728,60.5774
3007,0.1729,60.583
3008,0.1729,60.5886
3009,0.173,60.5943
3010,0.1731,60.5999
3011,0.1731,60.6055
3012,0.1732,60.6111
3013,0.1732,60.6167
3014,0.1733,60.6223
3015,0.1734,60.628
3016,0.1734,60.6336
3017,0.1735,60.6392
3018,0.1736,60.6448
3019,0.1736,60.6504
3020,0.1737,60.656
3021,0.1737,60.6616
3022,0.1738,60.6672
3023,0.1739,60.6728
3024,0.1739,60.6783
3025,0.174,60.6839
3026,0.174,60.6895
3027,0.1741,60.6951
3028,0.1742,60.7007
3029,0.1742,60.7063
3030,0.1743,60.7118
3031,0.1744,60.7174
3032,0.1744,60.723
3033,0.1745,60.7285
3034,0.1745,60.7341
3035,0.1746,60.7397
3036,0.1747,60.7452
3037,0.1747,60.7508
3038,0.1748,60.7564
3039,0.1749,60.7619
3040,0.1749,60.7675
3041,0.175,60.773
3042,0.175,60.7786
3043,0.1751,60.7841
3044,0.1752,60.7896
3045,0.1752,60.7952
3046,0.1753,60.8007
3047,0.1753,60.8063
3048,0.1754,60.8118
3049,0.1755,60.8173
3050,0.1755,60.8229
3051,0.1756,60.8284
3052,0.1757,60.8339
3053,0.1757,60.8394
3054,0.1758,60.845
3055,0.1758,60.8505
3056,0.1759,60.856
3057,0.176,60.8615
3058,0.176,60.867
3059,0.1761,60.8725
3060,0.1761,60.878
3061,0.1762,60.8835
3062,0.1763,60.889
3063,0.1763,60.8945
3064,0.1764,60.9
3065,0.1765,60.9055
3066,0.1765,60.911
3067,0.1766,60.9165
3068,0.1766,60.922
3069,0.1767,60.9275
3070,0.1768,60.933
3071,0.1768,60.9385
3072,0.1769,60.9439
3073,0.1769,60.9494
3074,0.177,60.9549
3075,0.1771,60.9604
3076,0.1771,60.9658
3077,0.1772,60.9713
3078,0.1773,60.9768
3079,0.1773,60.9822
3080,0.1774,60.9877
3081,0.1774,60.9932
3082,0.1775,60.9986
3083,0.1776,61.0041
3084,0.1776,61.0095
3085,0.1777,61.015
3086,0.1777,61.0204
3087,0.1778,61.0259
3088,0.1779,61.0313
3089,0.1779,61.0368
3090,0.178,61.0422
3091,0.1781,61.0476
3092,0.1781,61.0531
3093,0.1782,61.0585
3094,0.1782,61.0639
3095,0.1783,61.0694
3096,0.1784,61.0748
3097,0.1784,61.0802
3098,0.1785,61.0856
3099,0.1785,61.0911
3100,0.1786,61.0965
3101,0.1787,61.1019
3102,0.1787,61.1073
3103,0.1788,61.1127
3104,0.1789,61.1181
3105,0.1789,61.1235
3106,0.179,61.1289
3107,0.179,61.1343
3108,0.1791,61.1397
3109,0.1792,61.1451
3110,0.1792,61.1505
3111,0.1793,61.1559
3112,0.1793,61.1613
3113,0.1794,61.1667
3114,0.1795,61.1721
3115,0.1795,61.1775
3116,0.1796,61.1829
3117,0.1797,61.1882
3118,0.1797,61.1936
3119,0.1798,61.199
3120,0.1798,61.2044
3121,0.1799,61.2097
3122,0.18,61.2151
3123,0.18,61.2205
3124,0.1801,61.2258
3125,0.1801,61.2312
3126,0.1802,61.2366
3127,0.1803,61.2419
3128,0.1803,61.2473
3129,0.1804,61.2526
3130,0.1805,61.258
3131,0.1805,61.2633
3132,0.1806,61.2687
3133,0.1806,61.274
3134,0.1807,61.2794
3135,0.1808,61.2847
3136,0.1808,61.2901
3137,0.1809,61.2954
3138,0.181,61.3007
3139,0.181,61.3061
3140,0.1811,61.3114
3141,0.1811,61.3167
3142,0.1812,61.3221
3143,0.1813,61.3274
3144,0.1813,61.3327
3145,0.1814,61.338
3146,0.1814,61.3433
3147,0.1815,61.3487
3148,0.1816,61.354
3149,0.1816,61.3593
3150,0.1817,61.3646
3151,0.1818,61.3699
3152,0.1818,61.3752
3153,0.1819,61.3805
3154,0.1819,61.3858
3155,0.182,61.3911
3156,0.1821,61.3964
3157,0.1821,61.4017
3158,0.1822,61.407
3159,0.1822,61.4123
3160,0.1823,61.4176
3161,0.1824,61.4229
3162,0.1824,61.4281
3163,0.1825,61.4334
3164,0.1826,61.4387
3165,0.1826,61.444
3166,0.1827,61.4493
3167,0.1827,61.4545
3168,0.1828,61.4598
3169,0.1829,61.4651
3170,0.1829,61.4703
3171,0.183,61.4756
3172,0.183,61.4809
3173,0.1831,61.4861
3174,0.1832,61.4914
3175,0.1832,61.4966
3176,0.1833,61.5019
3177,0.1834,61.5071
3178,0.1834,61.5124
3179,0.1835,61.5176
3180,0.1835,61.5229
3181,0.1836,61.5281
3182,0.1837,61.5334
3183,0.1837,61.5386
3184,0.1838,61.5439
3185,0.1838,61.5491
3186,0.1839,61.5543
3187,0.184,61.5596
3188,0.184,61.5648
3189,0.1841,61.57
3190,0.1842,61.5752
3191,0.1842,61.5805
3192,0.1843,61.5857
3193,0.1843,61.5909
3194,0.1844,61.5961
3195,0.1845,61.6013
3196,0.1845,61.6065
3197,0.1846,61.6118
3198,0.1846,61.617
3199,0.1847,61.6222
3200,0.1848,61.6274
3201,0.1848,61.6326
3202,0.1849,61.6378
3203,0.185,61.643
3204,0.185,61.6482
3205,0.1851,61.6534
3206,0.1851,61.6586
3207,0.1852,61.6638
3208,0.1853,61.6689
3209,0.1853,61.6741
3210,0.1854,61.6793
3211,0.1855,61.6845
3212,0.1855,61.6897
3213,0.1856,61.6949
3214,0.1856,61.7
3215,0.1857,61.7052
3216,0.1858,61.7104
3217,0.1858,61.7155
3218,0.1859,61.7207
3219,0.1859,61.7259
3220,0.186,61.731
3221,0.1861,61.7362
3222,0.1861,61.7414
3223,0.1862,61.7465
3224,0.1863,61.7517
3225,0.1863,61.7568
3226,0.1864,61.762
3227,0.1864,61.7671
3228,0.1865,61.7723
3229,0.1866,61.7774
3230,0.1866,61.7826
3231,0.1867,61.7877
3232,0.1867,61.7928
3233,0.1868,61.798
3234,0.1869,61.8031
3235,0.1869,61.8082
3236,0.187,61.8134
3237,0.1871,61.8185
3238,0.1871,61.8236
3239,0.1872,61.8288
3240,0.1872,61.8339
3241,0.1873,61.839
3242,0.1874,61.8441
3243,0.1874,61.8492
3244,0.1875,61.8544
3245,0.1875,61.8595
3246,0.1876,61.8646
3247,0.1877,61.8697
3248,0.1877,61.8748
3249,0.1878,61.8799
3250,0.1879,61.885
3251,0.1879,61.8901
3252,0.188,61.8952
3253,0.188,61.9003
3254,0.1881,61.9054
3255,0.1882,61.9105
3256,0.1882,61.9156
3257,0.1883,61.9207
3258,0.1884,61.9258
3259,0.1884,61.9308
3260,0.1885,61.9359
3261,0.1885,61.941
3262,0.1886,61.9461
3263,0.1887,61.9512
3264,0.1887,61.9562
3265,0.1888,61.9613
3266,0.1888,61.9664
3267,0.1889,61.9714
3268,0.189,61.9765
3269,0.189,61.9816
3270,0.1891,61.9866
3271,0.1892,61.9917
3272,0.1892,61.9968
3273,0.1893,62.0018
3274,0.1893,62.0069
3275,0.1894,62.0119
3276,0.1895,62.017
3277,0.1895,62.022
3278,0.1896,62.0271
3279,0.1896,62.0321
3280,0.1897,62.0372
3281,0.1898,62.0422
3282,0.1898,62.0472
3283,0.1899,62.0523
3284,0.19,62.0573
3285,0.19,62.0624
3286,0.1901,62.0674
3287,0.1901,62.0724
3288,0.1902,62.0774
3289,0.1903,62.0825
3290,0.1903,62.0875
3291,0.1904,62.0925
3292,0.1904,62.0975
3293,0.1905,62.1026
3294,0.1906,62.1076
3295,0.1906,62.1126
3296,0.1907,62.1176
3297,0.1908,62.1226
3298,0.1908,62.1276
3299,0.1909,62.1326
3300,0.1909,62.1376
3301,0.191,62.1426
3302,0.1911,62.1476
3303,0.1911,62.1526
3304,0.1912,62.1576
3305,0.1913,62.1626
3306,0.1913,62.1676
3307,0.1914,62.1726
3308,0.1914,62.1776
3309,0.1915,62.1826
3310,0.1916,62.1876
3311,0.1916,62.1926
3312,0.1917,62.1975
3313,0.1917,62.2025
3314,0.1918,62.2075
3315,0.1919,62.2125
3316,0.1919,62.2174
3317,0.192,62.2224
3318,0.1921,62.2274
3319,0.1921,62.2323
3320,0.1922,62.2373
3321,0.1922,62.2423
3322,0.1923,62.2472
3323,0.1924,62.2522
3324,0.1924,62.2572
3325,0.1925,62.2621
3326,0.1925,62.2671
3327,0.1926,62.272
3328,0.1927,62.277
3329,0.1927,62.2819
3330,0.1928,62.2869
3331,0.1929,62.2918
3332,0.1929,62.2968
3333,0.193,62.3017
3334,0.193,62.3066
3335,0.1931,62.3116
3336,0.1932,62.3165
3337,0.1932,62.3214
3338,0.1933,62.3264
3339,0.1933,62.3313
3340,0.1934,62.3362
3341,0.1935,62.3412
3342,0.1935,62.3461
3343,0.1936,62.351
3344,0.1937,62.3559
3345,0.1937,62.3608
3346,0.1938,62.3658
3347,0.1938,62.3707
3348,0.1939,62.3756
3349,0.194,62.3805
3350,0.194,62.3854
3351,0.1941,62.3903
